"realizado","previsao_ar2","previsao_lasso","previsao_media_historica","previsao_rf"
0.11,0.670684380459889,0.513800159128552,0.556210526315789,0.656462
1.13,0.329861184952062,0.4290263461449,0.554736842105263,0.748262666666666
1.79,0.829302029953987,0.642055127893755,0.561263157894737,0.765471999999999
0.24,1.20104763034556,0.890176815554041,0.572421052631579,0.819132333333333
0.38,0.420921121106257,0.517248928536989,0.567789473684211,0.721438333333334
0.01,0.468216915397661,0.533686670177941,0.562210526315789,0.547542333333334
0.78,0.28379136025605,0.469071537249227,0.553052631578947,0.124418333333333
2.28,0.650120331271608,0.57213320537315,0.548,0.781578666666667
1.93,1.40154139400038,1.12811690438932,0.557684210526316,1.06303233333333
2.54,1.23307520171959,1.13106492874374,0.569684210526316,1.34087633333333
1.74,1.63427790684507,1.35119719870141,0.585578947368421,1.71984033333333
1.02,1.19960182413712,0.864333098224204,0.582947368421053,1.54854866666667
0.27,0.807439054667453,0.989984285144665,0.578421052631579,1.185854
0.13,0.40368051445375,0.778783663431347,0.569263157894737,1.33048566666667
0.4,0.336066451735428,0.738496467503656,0.560526315789474,0.808698666666666
0.44,0.483324686018289,0.606053650440773,0.561473684210526,0.617746666666666
0.43,0.503913186050361,0.824523715966151,0.565684210526316,0.883644999999999
0.6,0.504932869150632,0.529043936488774,0.573684210526316,0.415199666666666
1.39,0.594470901761647,0.586805137814608,0.579894736842105,0.561745
1.02,1.00851504200403,0.771718922696514,0.593052631578947,1.08545666666667
1.17,0.806673164340835,0.628390898402159,0.592947368421053,1.001498
-0.04,0.896499873275186,0.790865422582506,0.599368421052632,1.034673
0.84,0.252670068103615,0.40577637016104,0.589578947368421,0.541385
1.11,0.715776601173956,0.693977705980703,0.589578947368421,0.946081666666665
